Timestamp,Paper Name:,Year Published:,Venue,Institution (if applicable),Research Area:,Which (if any) ACM Badges does the report have?,Are any software artefacts/tools/scripts mentioned in and used in the process of gathering results for the report?,F1. Software is assigned a globally unique and persistent identifier (DOI),F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,F1.2. Different versions of the software are assigned distinct identifiers.,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Has the software artefact been mentioned or cited in the paper for ease of findability?,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),"A1.1. The protocol is open, free, and universally implementable.","A1.2. The protocol allows for an authentication and authorization procedure, where necessary.","A2. Metadata are accessible, even when the software is no longer available.",A1 follow-up: Which of these protocols are available to download the software?,Does the software require the use of any 3rd party tools in order to retrieve it?,Does the software metadata (i.e. README) describe how to retrieve the artefact?,Is the software source code available?,Has the software been deployed onto a web server (if feasible)?,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?","I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Is the software sufficiently modular?,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",R1.1. Software is given a clear and accessible license.,R1.2. Software is associated with detailed provenance (version history).,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks","R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",R2 follow-up: Is there a file / project manager tool to help with the installation of other software / libraries?,Does the software require the use of any 3rd party tools in order to execute it?,Is the software itself documented well? Which of the following code readability standards have been implemented?,Have any containerisation engines / orchestrators been employed in the reuse of the software?,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",How long did this form take to complete?,Anything else to note?,DOI (of paper),"If F1 is met, please input the DOI of the latest version",Please input any links to GitHub if available,Any additional notes for F?,Any additional notes for A?,Any additional notes for I?,Any additional notes for R?,"Link to artefact repository (Github, Zenodo, Figshare etc)",(R1) Please list the software attributes in the repository.,Reviewer Name
11/02/2026 17:33:58,INTERTRANS: Leveraging Transitive Intermediate Translations to Enhance LLM-Based Code Translation,2025,ICSE,"Queen’s University Kingston, University of Waterloo, Huawei Canada",LLM Code Translation,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",Yes,Yes,Yes,Yes,Yes,No: no datasets used,Yes,Yes,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,No,,Yes,,Docker,Yes,00:15:00,"I feel like this project should not fail F and A solely because the datasets were not given a distinct identifier, but that's the verdict. Admittedly, many failings in R, more care could be taken in a number of areas.",10.1109/ICSE55347.2025.00236,https://doi.org/10.5281/zenodo.13182682,https://github.com/RISElabQueens/InterTrans,First clear example i've seen of datasets not being given their own identifier... this seems like a bit of a harsh criteria no? but its a clearly stated part of the original FAIR4RS so i suppose it isnt my place to question it,"Some source code is available, not sure if all. First paper I have seen deployed onto a web server. Seems very harsh that this paper fails only because it didn't have a separate identifier for the datasets.",I2: no EXTERNAL datasets used.,R2: Assumedly uses external libraries but no references,https://github.com/RISElabQueens/InterTrans,"README, LICENSE",Jed
11/02/2026 18:23:22,A Large-Scale Study of Model Integration in ML-Enabled Software Systems,2025,ICSE,"Ruhr University Bochum, University of Gothenburg","Machine learning, Software engineering","Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,Yes,Yes,Yes,No: program does not use external libraries,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",,Yes,00:14:00,Very good project that unfortunately falls short on one or two areas,10.1109/ICSE55347.2025.00185,https://doi.org/10.5281/zenodo.14169777,,"F1.1: I would argue that the datasets provided are not COMPONENTS of the data, but are a separate product of the survey, and therefore do not count towards failing this paper on F1.1",,,,https://zenodo.org/records/14169777,"README, LICENSE",Jed
11/02/2026 18:44:34,Are LLMs Correctly Integrated into Software Systems?,2025,ICSE,"East China Normal University, Shanghai, The University of Tokyo,  University of Alberta",LLM Software Engineering,Artefact Available,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,pyproject.toml,Yes,,,Yes,00:13:00,Missing a few key areas,10.1109/ICSE55347.2025.00204,https://doi.org/10.6084/m9.figshare.28262426,https://github.com/ecnusse/Hydrangea,"Again, dataset included without a seperate identifier, feels a little wrong to penalise papers on this basis","not sure if ALL source code provided, but I think so",I2: no EXTERNAL databases used,"R2: ASSUMING that it uses external libraries, could not find any references, but it stands to reason that a project such as this would use external libraries. R3: Not well documented enough in my opinion, very poor code commenting",https://figshare.com/articles/dataset/Hydrangea/28262426,"README, LICENSE, tutorial",Jed
11/02/2026 23:19:40,Patch Synthesis for Property Repair of Deep Neural Networks,2025,ICSE,"Chinese Academy of Sciences, Hangzhou Dianzi University,  Zhejiang University, Southwest University, Chongqing,  University of Liverpool",Neural Networks,"Artefact Available, Artefact Functional, Artefact Reusable",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:10:00,"Very weird case, three ACM badges but no artefact, didnt think it was possible",10.1109/ICSE55347.2025.00181,,,,,,,,,Jed
11/02/2026 23:24:41,"Code Today, Deadline Tomorrow: Procrastination Among Software Developers",2025,ICSE,"University of California, University of Southern California",Software Development Practices,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:02:00,,10.1109/ICSE55347.2025.00198,,,,,,,,,Jed
11/02/2026 23:29:37,“Get Me in the Groove”: a Mixed Methods Study on Supporting Adhd Professional Programmers,2025,ICSE,"Carnegie Mellon University, University of Michigan, University of Massachusetts",Software engineering,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:03:00,,10.1109/ICSE55347.2025.00242,,,,,,,,,Jed
12/02/2026 11:20:49,Hints Help Finding and Fixing Bugs Differently in Python and Text-Based Program Representations,2025,ICSE,"Max Planck Institute for Software Systems, Saarland University",Debugging,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:04:00,"The github repository contains the dataset and a few python scripts for generating plots, this does not qualify as a software tool in my opinion",10.1109/ICSE55347.2025.00192,,,,,,,https://github.com/bridge-ai-neuro/HintsCodeText,,Jed
12/02/2026 11:44:18,"How Scientists Use Jupyter Notebooks: Goals, Quality Attributes, and Opportunities",2025,ICSE,University of California San Diego,Scientific Computing,"Artefact Available, Artefact Functional, Artefact Reusable",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:13:00,"Had a long look through the survey, and methods, and in my opinion there isnt enough of a software element to consider the artefact a 'software tool', i'd argue that it is just a strongly detailed dataset. Impressed with the paper and process, very professional.",10.1109/ICSE55347.2025.00232,,,,,,,https://osf.io/c759a/overview,,Jed
12/02/2026 12:13:52,Accounting for Missing Events in Statistical Information Leakage Analysis,2025,ICSE,"Max Planck Institute for Security and Privacy, Georgia Institute of Technology","Information Leakage, Security","Artefact Available, Artefact Functional",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,Yes,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,requirements.txt (pip),No,,Docker,Yes,00:10:00,,10.1109/ICSE55347.2025.00018,https://doi.org/10.5281/zenodo.14884631,https://github.com/niMgnoeSeeL/ChaoMI,,,,R2: references to external libraries are NOT sufficient - no version numbers etc. R3: Code is not well commented,https://zenodo.org/records/14884631,"README, LICENSE, citation within readme",Jed
12/02/2026 12:27:57,AssetHarvester: A Static Analysis Tool for Detecting Secret-Asset Pairs in Software Artifacts,2025,ICSE,North Carolina State University,"Security, Information Leakage",,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,No,No,Yes,No,No: program uses external libraries but are not referenced appropriately,No,,No,,,No,00:12:00,"Poor README, weak compliance",10.1109/ICSE55347.2025.00067,https://doi.org/10.6084/m9.figshare.25448122,https://github.com/setu1421/AssetHarvester,"Very bare github repo, lacking metadata",,"Datasets clearly stated to be used in paper, not referenced by artefact... however, software independent from dataset (does not rely on or use dataset to function). Marking I2 as no dataset for now but could be persuaded either way.","R1: in my opinion, the readme provided is not sufficient to satisfy R1. R2: No references to external libraries, let alone qualified ones.",https://figshare.com/articles/dataset/Artifacts_for_AssetHarvester_It_s_not_just_about_the_Secrets_in_Software_Artifacts_/25448122?utm_source=chatgpt.com,"README, LICENSE",Jed
12/02/2026 12:35:54,Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,2025,ICSE,,"FunC, TON, Blockchain",,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:06:00,"Clearly states a tool TONScanner; this tool is impossible to find, doesnt seem to be anywhere online.",10.1109/ICSE55347.2025.00119,,,,,,,,,Jed
12/02/2026 12:47:29,ZTDJAVA: Mitigating Software Supply Chain Vulnerabilities via Zero-Trust Dependencies,2025,ICSE,"Purdue University, Mount Holyoke College, Google","Software Development, Security",,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,Yes,,No,"Docstrings, Inline comments",,Yes,00:10:00,"Still unsure if the artefact is a full tool, or just database scripts. Judged that the size/complexity of the project qualifies it as a software artefact for the purposes of this study, even if unclear on the function of the scripts examined",10.1109/ICSE55347.2025.00148,https://doi.org/10.5281/zenodo.14436183,,,,,,https://zenodo.org/records/14436183,READMEs for each component,Jed
12/02/2026 12:52:17,FairChecker: Detecting Fund-Stealing Bugs in DeFi Protocols via Fairness Validation,2025,ICSE,Purdue University,"Blockchain, Cybersecurity",,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:04:00,"Tool CLEARLY mentioned and described, yet impossible to find.",10.1109/ICSE55347.2025.00134,,,,,,,,,Jed
12/02/2026 13:05:56,An LLM-Based Agent-Oriented Approach for Automated Code Design Issue Localization,2025,ICSE,"Tulane University, Iowa State University, The University of Texas at Dallas, University of Nebraska-Lincoln",LLM Static Analysis,Artefact Available,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",Yes,Yes,Yes,Infeasable,Yes,No: no datasets used,Yes,Yes,No,No,No,No: program uses external libraries but are not referenced appropriately,Yes,,Yes,"Docstrings, Inline comments",,Yes,00:07:00,,10.1109/ICSE55347.2025.00100,,https://github.com/fraolBatole/LocalizeAgent,,Requires AI api key,,R1: README is not sufficient,https://github.com/fraolBatole/LocalizeAgent,,Jed
12/02/2026 13:22:02,Distilled Lifelong Self-Adaptation for Configurable Systems,2025,ICSE,University of Birmingham,Self Adapting Systems,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,No,requirements.txt (pip),No,,,Yes,00:11:00,"Very interesting case that highlights the main distinction between FAIR4RS and ACM - ACM badges focus on the quality of the artefact, while FAIR4RS focuses on findability/availability (as well as quality). This is highlighted by the artefact receiving 3 acm badges but not having a DOI.",10.1109/ICSE55347.2025.00094,,https://github.com/ideas-labo/dlisa,"Could be wrong here, but this may be a very interesting case of a software artefact getting all three ACM badges without a DOI.",,,,https://github.com/ideas-labo/dlisa,"README, LICENSE",Jed
12/02/2026 13:28:38,COCA: Generative Root Cause Analysis for Distributed Systems with Code Knowledge,2025,ICSE,"The Chinese University of Hong Kong, Sun Yat-sen University",Runtime debugging,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:05:00,"COCA tool clearly described, in fact it is the main focus of the paper, and yet is not provided or available anywhere online.",10.1109/ICSE55347.2025.00234,,,,,,,,,Jed
14/02/2026 17:09:58,HumanEvo: An Evolution-Aware Benchmark for More Realistic Evaluation of Repository-Level Code Generation,2025,ICSE," Sun Yat-sen University, Huawei Cloud Computing Technologies Co, Chongqing University, Zhuhai Key Laboratory of Trusted Large Language Models",LLM Code Generation,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,No,No,No,No: program uses external libraries but are not referenced appropriately,Yes,environment.yml,No,"Docstrings, Inline comments",,Yes,00:11:00,"if this had a DOI and better metadata, this would be a good submission; that wouldnt be all that much extra work. Something to think about.",10.1109/ICSE55347.2025.00228,,https://github.com/DeepSoftwareAnalytics/HumanEvo,,,I2: No external databases used as far as i can tell,well documented,https://github.com/DeepSoftwareAnalytics/HumanEvo,README,Jed
16/02/2026 18:19:46,From Bugs to Benefits: Improving User Stories by Leveraging Crowd Knowledge with CrUISE-AC,2025,ICSE,"Heriot Watt University, Fachhochschule der Wirtschaft (FHDW)",Requirements Engineering,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:08:00,"From my understanding, a the provided zenodo repository only contains datasets used in the project. CrUISE-AC seems to just be a METHOD of generating user requirements using LLMs rather than a piece of software.",10.1109/ICSE55347.2025.00217,,,,,,,https://zenodo.org/records/14709846,,Jed
17/02/2026 14:08:19,LiSSA: Toward Generic Traceability Link Recovery Through Retrieval-Augmented Generation,2025,ICSE,"KASTEL - Institute of Information Security and Dependability, Karlsruhe Institute of Technology (KIT)","Traceability, LLMs","Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Download,No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,Yes,,No,,Docker,Yes,00:22:00,,10.1109/ICSE55347.2025.00186,https://doi.org/10.5281/zenodo.14959101,,F1.1: Met because the datasets contained are very small,,I2: no external datasets used,Use of 3rd party tools: They have provided a docker file to allow you to use the software without an openai key. R3: Documentation is very good,https://zenodo.org/records/14959101,"LICENSE.md, CITATION.cff, README.md (one layer deep in repository)",Jed
17/02/2026 14:25:54,A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,2025,ICSE,"Georgia Institute of Technology,  IBM T.J. Watson Research Center",Automated REST API Testing,,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,Yes,Yes,Yes,Yes,Yes,"requirements.txt (pip), pyproject.toml",Yes,"Docstrings, Inline comments",Docker,Yes,00:17:00,,10.1109/ICSE55347.2025.00179,,https://github.com/selab-gatech/AutoRestTest/,"F2: In my opinion, does qualify, barely. LICENSE and detailed README, but could do with more information.",,,"R3: Code commenting could be better, but documentation is very very good",https://github.com/selab-gatech/AutoRestTest/,"README, LICENSE",Jed
17/02/2026 14:40:54,Clozemaster: Fuzzing Rust Compiler by Harnessing Llms for Infilling Masked Real Programs,2025,ICSE,Nanjing University,"Fuzzing, LLMs, Rust",Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,Yes,No,requirements.txt (pip),No,Inline comments,Docker,Yes,00:13:00,,10.1109/ICSE55347.2025.00175,https://doi.org/10.5281/zenodo.14686080,,F1.2: Assuming there are not multiple different versions of the software,,,"software MIGHT require an LLM key, but it does have a docker thing and it doesnt mention needing an LLM key anywhere despite going into detail about installation and running, so i'll give it the benefit of the doubt and say it doesnt require 3rd party tools to execute",https://zenodo.org/records/14686080,"README, LICENSE",Jed
17/02/2026 15:00:00,LLM Based Input Space Partitioning Testing for Library APIs,2025,ICSE,"Fudan University, Nanyang Technological University","Partition Testing, LLMs","Artefact Available, Artefact Functional",Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,Yes,No,"requirements.txt (pip), pom.xml (Maven / Java)",No,,,Yes,00:12:00,,10.1109/ICSE55347.2025.00153,,https://github.com/FudanSELab/LISP,,,,"R1, R1.1: LICENSE is hidden in llm-jqf folder; R3: Decent documentation, but no code comments",https://github.com/FudanSELab/LISP,"README, LICENSE",Jed
17/02/2026 15:20:02,Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,2025,ICSE,Delft University of Technology,LLM Test Generation,"Artefact Available, Artefact Functional",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,No,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,Yes,Yes,,Yes,,Docker,Yes,00:15:00,,10.1109/ICSE55347.2025.00032,https://doi.org/10.5281/zenodo.14891802,https://github.com/amirdeljouyi/UTGen/tree/v1.2.0,,"UNSURE if source code available, after a reasonable search couldnt find any - zenodo repository contains code used as an input to the system i.e. code the tool generates/modifies tests for, but this isnt the source code FOR the tool.",I2: No EXTERNAL datasets used,"R3: Good documentation, can't check code comments or quality though; 3rd party tools: might require LLM key, not sure.",https://zenodo.org/records/14891802,"README, LICENSE",Jed
17/02/2026 15:29:12,exLong: Generating Exceptional Behavior Tests with Large Language Models,2025,ICSE,"The University of Texas at Austin, University of Waterloo",LLM Test Generation,Artefact Available,Yes,No,No,No,Artefact Unavailable,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,Yes,Yes,"requirements.txt (pip), pyproject.toml, pom.xml (Maven / Java)",No,"Docstrings, Inline comments",Docker,Yes,00:09:00,,10.1109/ICSE55347.2025.00176,,https://github.com/EngineeringSoftware/exLong,,,,3rd party: I believe the docker circumvents the need for an LLM key,https://github.com/EngineeringSoftware/exLong,"LICENSE, README",Jed
17/02/2026 15:44:45,TOGLL: Correct and Strong Test Oracle Generation with LLMS,2025,ICSE,University of Virginia,LLM Test Generation,Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not necessary,Software is currently available,Download,No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,Yes,No,pyproject.toml,No,,,Yes,00:13:00,,10.1109/ICSE55347.2025.00098,https://doi.org/10.6084/m9.figshare.28282721,,"F1.1: Datasets contained in the DOI with the source code are the training and test datasets, and are sufficiently small that I think it meets this criteria",,I2: No external datasets used,"R1.2: Debatable whether it is 'detailed' or not, but the readme does contain provenance. Also multiple versions present on figshare. Could see this going either way; R3: Documentation needs improvement in my opinion.",https://figshare.com/articles/dataset/Artifact_TOGLL_Correct_and_Strong_Test_OracleGeneration_with_LLMs/28282721,"README, license",Jed
17/02/2026 16:05:19,Answering User Questions About Machine Learning Models Through Standardized Model Cards,2025,ICSE,University of Alberta,"Machine Learning, ML Model Reuse",,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,No,No,No,No: program uses external libraries but are not referenced appropriately,No,requirements.txt (pip),No,,,No,00:08:00,Not sure how much of a software tool this qualifies as tbh,10.1109/ICSE55347.2025.00066,,https://github.com/asgaardlab/hf-question-answer,,,,,https://github.com/asgaardlab/hf-question-answer,README,Jed
17/02/2026 16:27:24,Fairness Testing Through Extreme Value Theory,2025,ICSE,"University of Illinois, University of Texas at El Paso, University of Colorado Boulder","Bias and Fairness, EVT",,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,No,Download,No,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:09:00,"Couldnt download the artefact, so was unable to answer many questions.",10.1109/ICSE55347.2025.00070,,,"F1: While the artefact is hosted on figshare, it says it is 'shared privately' and does not have a DOI link. Am assuming there is no DOI for these reasons.",A1: Not sure how the private share nature of the figshare repository has an effect on this. Might not qualify for A1; Later questions involving README and source code: The file was too large for me to download so there may be a README and/or source code.,"Unable to download, so unable to check these","Was unable to download artefact, so can't answer these questions.",https://figshare.com/s/5b4fe7b676e1f7f7b107?file=45224347,,Jed
14/02/2026 16:59:50,Enhancing Code Generation via Bidirectional Comment-Level Mutual Grounding,2025,ICSE,Purdue University,LLM Code Generation,,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",Yes,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,No,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,No,,Yes,,,No,00:12:00,Very hard to find.,10.1109/ICSE55347.2025.00165,,https://github.com/NecoraNyaru/PInG,"Very hard to find, this was my second attempt",,,,https://github.com/NecoraNyaru/PInG,"README, LICENSE, citation in the readme",Jed
17/02/2026 16:20:25,Fixing Large Language Models' Specification Misunderstanding for Better Code Generation,2025,ICSE,"Tianjin University, Purdue University",LLM Code Generation,,Yes,No,No,No,No,No,No,No,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,No,requirements.txt (pip),Yes,,,Yes,00:10:00,,10.1109/ICSE55347.2025.00108,,https://github.com/tianzhaotju/muFiX?tab=readme-ov-file#acknowledgement,"Hard to find, had to google [paper title] github.",,,"3rd party tools: this artefact almost definitely requires an LLM key
code readability: i DID see some inline commenting but it was just to comment out code rather than for readability",https://github.com/tianzhaotju/muFiX,"README, LICENSE",Jed
17/02/2026 16:37:17,SOEN-101: Code Generation by Emulating Software Process Models Using Large Language Model Agents,2025,ICSE,"DePaul University, Concordia University",LLM Code Generation,,Yes,No,No,No,No,No,No,Yes,No,No,No,Software is currently available,Download,No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,No,No,No,No: program uses external libraries but are not referenced appropriately,Yes,requirements.txt (pip),No,"Docstrings, Inline comments",,No,00:08:00,"Anonymised github link, makes it weak on A and I criteria",10.1109/ICSE55347.2025.00140,,https://anonymous.4open.science/r/FlowGen-LLM-E842/code/main.py,,,,,https://anonymous.4open.science/r/FlowGen-LLM-E842/README.md,README,Jed
17/02/2026 16:46:40,Pattern-Based Generation and Adaptation of Quantum Workflows,2025,ICSE,University of Stuttgart,Quantum Computing,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,No,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,Yes,,No,,Docker,Yes,00:08:00,"Slightly confusing, not fully sure how BPMN files work, did look into it but not sure if they are source code files or not",10.1109/ICSE55347.2025.00196,,https://github.com/UST-QuAntiL/QuantME-UseCases/tree/master/2025-icse,,"Source code: Pretty sure it isnt available, had a good look through the repo",,R3: Good documentation,https://github.com/UST-QuAntiL/QuantME-UseCases/tree/master/2025-icse,README containing license,Jed
18/02/2026 19:36:44,BSan: A Powerful Identifier-Based Hardware-Independent Memory Error Detector for COTS Binaries,2025,ICSE,University of Georgia,Error Detection,"Artefact Available, Artefact Functional",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,No,CMakeList.txt (C),No,Inline comments,,No,00:08:00,,10.1109/ICSE55347.2025.00020,https://doi.org/10.5281/zenodo.14926169,https://github.com/dvaave/BSan,"F2: License, citation, title, doi in metadata. Linked in paper: github link",Some source code definitely has been provided,"I1: Seems to have an API? Otherwise, excel files used.","In my opinion, not sufficiently documented.",https://zenodo.org/records/14926169,READMEs for each component,Jed
18/02/2026 19:47:50,RustAssistant: Using LLMs to Fix Compilation Errors in Rust Code,2025,ICSE,Microsoft Research,"Rust, Error detection",,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:09:00,Could not find after extensive search,10.1109/ICSE55347.2025.00022,,,Could not find,,,,,,Jed
